Name,ID,HomePlanet,BloodSample
 Bekele Prakash, 8385864, Censa III,  +--------+  |oopc ooc|  |oc i ici|  |p c   ic|  |p p co p|  |coc  i o|  |o cp pp |  +--------+
 Xuemei Kumari, 4825660, Herth,  +--------+  |  pi oip|  |ioopc  p|  |cp o ci |  |opoo    |  |  o ii c|  | co p pi|  +--------+
 Sabrina Mahdi, 8151799, Geminus III,  +--------+  |opii cpc|  |ioi c ii|  |p   iiop|  |op ccco |  | ic  i  |  |i   ipo |  +--------+
 Jesus Tran, 9220526, Cenices,  +--------+  |cc ccc i|  | p    ii|  |p pp pi |  | ipppcci|  | pi ipo |  |pi  c   |  +--------+
 Alfredo Chavez, 8893037, Beta Caprius,  +--------+  |popiciic|  | cccoioo|  |c iioc  |  | o  cip |  | o oo pc|  |icc  occ|  +--------+
 Shakuntala Wong, 8505568, Gamma Scurna,  +--------+  |i  coc p|  |c    ppi|  | pppc   |  |c p   oc|  |cc opip |  |ioop  ii|  +--------+
 Gabriel Han, 6692741, Trinus,  +--------+  | pic i c|  |p i p pi|  |ccpipi c|  |  o  ppo|  |i  oc  i|  | cc pp  |  +--------+
 Edward Shaik, 1895927, Scoron,  +--------+  | ioooiio|  |i  oippo|  | cicpopp|  | ciocpp |  |i  p oip|  | pc   ii|  +--------+
 Nadia Mohammadi, 7100128, Cana VII,  +--------+  |p cp ocp|  |    i ii|  | ciop c |  |i occ   |  | p ppioc|  |cc o pop|  +--------+
 Kim Feng, 4465558, Gamma Sedale,  +--------+  |cpc  ipp|  |    ppc |  |pipcio i|  |ipcciooc|  |o i c o |  | i c o p|  +--------+
 Leticia Bera, 2535998, Gamma Carinus Major,  +--------+  |p   pcpp|  | oop  c |  |  p p  i|  |p  c ppp|  |oiii p  |  | pcippop|  +--------+
 Fatma Khaw, 6203768, Tucane,  +--------+  |ccoc oic|  |c oio cc|  |oc ppoc |  |oocpcco |  |oiipccic|  |po  pcci|  +--------+
 Sanjay Shah, 8506892, Gamma Leona,  +--------+  |iio c   |  |ic pipii|  | c  oio |  |   ippip|  |cc o c p|  |o p     |  +--------+
 Nushi Ward, 7853131, Beta Cenix VI,  +--------+  | cp ooio|  |  oo i p|  |pioocp c|  | iopcopo|  | i o cio|  |cooopcco|  +--------+
 Xiaomin Batista, 3621113, Pisci,  +--------+  |picp poi|  |cpc   ii|  |  pppi p|  |oip   cc|  |cc ic ic|  | i  cc c|  +--------+
 Irina Ai, 1327107, Alpha Aralia,  +--------+  |ii ooii |  |o  c  p |  |  ip ip |  |oi i  po|  |i i  c  |  |  ccooc |  +--------+
 Arun Campos, 1644249, Laces IV,  +--------+  |pocc   o|  |i cp o  |  |pi ppooo|  | p pi c |  |   cp i |  |ii  ic c|  +--------+
 Rosemary Tun, 4326756, Scorn,  +--------+  | ci p i |  |cpoc ip |  |p  icoci|  |ppc oioc|  | c ioip |  |cpp o oo|  +--------+
 Mohan Saad, 6607980, Erinus II,  +--------+  |ip ppo o|  |ipoip  i|  |oipooc p|  |opiiio c|  |oic i  p|  | i iippi|  +--------+
 Qinghua Kelly, 9864516, Mersa,  +--------+  |  occi  |  | pii ooo|  |oii  oco|  |po      |  |i p cico|  |iopp  co|  +--------+
 Petra Rong, 6726208, Beta Cora,  +--------+  |pco iocp|  |ccpipopp|  |  oo oip|  | i oop  |  |i i oop |  |pi c cpc|  +--------+
 Mamadou Arif, 9351474, Aquulum,  +--------+  | cco cp |  |    oc c|  |cocc o i|  | oiii c |  | ioi  oc|  | poipc i|  +--------+
 Kseniya Habib, 1275083, Beta Seres,  +--------+  |cpcc  pp|  |o cpio c|  |po cici |  |occ  po |  |   po c |  |ipc c ic|  +--------+
 Paola Hosen, 4173043, Pupus V,  +--------+  |o pipi i|  |i opp   |  |iopc  i |  |cpciooc |  | ippco o|  |iippio p|  +--------+
 Margaret Sari, 7086380, Alpha Meron VII,  +--------+  |ic   cpc|  |  pio oo|  |i      o|  |  co  ci|  |c ocici |  |  picici|  +--------+
 Henry Serrano, 5269355, Alpha Hydros,  +--------+  |   co  o|  | coo ooc|  |icpp oo |  | coo  i |  |p c ippc|  |ioicoc o|  +--------+
 Hossein Kobayashi, 9820372, Beta Arado,  +--------+  | ipoip o|  |pccc p  |  |occ i  o|  | oppi   |  | cpiipci|  |  opp   |  +--------+
 Ismail Kazem, 6192544, Charida,  +--------+  |i ippoip|  |  iipi c|  |  picpci|  |o c   pc|  |cip ci c|  |   io  i|  +--------+
 Lyudmyla Pramanik, 7828025, Phoena,  +--------+  | i icooi|  | io ip p|  |poc  iio|  |i  o  pc|  |pioi  c |  |i co   c|  +--------+
 Walter Thanh, 6095998, Aridans,  +--------+  |ip oicop|  | ccp c i|  |c   ciic|  | oi ic i|  | o coii |  |i   iipp|  +--------+
 Patrick Lian, 5271398, Cars,  +--------+  |ocpc c o|  | op op p|  |p cii o |  |c ipcocp|  |pci c   |  | iiii oi|  +--------+
 Edward Henrique, 4422493, Alpha Majorn,  +--------+  |iccocip |  |   oc c |  |  pi coc|  |po    oo|  |  c ooic|  |c  pcip |  +--------+
 Amy Chi, 5848395, Alpha Lyralis,  +--------+  | ppop op|  | ocpp  p|  |o  o c p|  |ii ppcpi|  | p p poi|  |cicccc  |  +--------+
 Eman Fu, 3119367, Alpha Trius Minor,  +--------+  | cppoco |  |popi  po|  |o c iio |  |pc pc ii|  |c  o  p |  |pp cc ip|  +--------+
 Nicolas Shafi, 8259220, Beta Crus Major,  +--------+  |oi pic  |  |cpiic   |  |pcop coo|  |pcciioc |  |c  o c o|  |coc oop |  +--------+
 Masako Saleem, 4941418, Hercury,  +--------+  |o poccop|  |i  ci po|  | opcicii|  | o c ccc|  |i   ioii|  |i pc o  |  +--------+
 Ram Padilla, 8005328, Alpha Venicer,  +--------+  |p    i o|  | c  pi  |  |  poioc |  |i co ici|  |ppopcpc |  |oco  p  |  +--------+
 Dan Abu, 6814436, Colum,  +--------+  | pi  iio|  |pi  op p|  |co   ii |  |po ocop |  |i coiopp|  |o ic pi |  +--------+
 Amar Rosales, 1636322, Gamma Taurnus,  +--------+  | pocopp |  |poi icp |  | c  co i|  | op  ipo|  |opii   o|  |p  p   o|  +--------+
 Mohsen Kumari, 5123103, Deles,  +--------+  |oppoi ci|  |i  p  p |  |  oc   p|  |cioippc |  |pp     o|  | pop pc |  +--------+
 Yen Alam, 6518022, Gamma Vule VI,  +--------+  |ccc ppp |  |iipi pc |  |i c oci |  | c poicp|  |icpp  pi|  |ppci po |  +--------+
 Alain Salim, 4781114, Erionax,  +--------+  | icipo o|  |iicpp oi|  |oip c ci|  |op p ip |  | pic oi |  |c co  p |  +--------+
 Christine Sandoval, 8370521, Sexta V,  +--------+  |piopio o|  | c o i c|  |ipop  pp|  |opo i o |  |  ic ii |  |i cpopoi|  +--------+
 Zhiyong Adhikari, 6745024, Chama IV,  +--------+  |  ip ic |  |ioiocpp |  |c   io  |  |   c   p|  | poi iip|  |  oioic |  +--------+
 Amin Ma, 2049187, Orius IV,  +--------+  |c i pc  |  |  poiiic|  | po ic c|  |oi c ii |  | i  co o|  |pp o   i|  +--------+
 Yasmin Sinh, 7557462, Alpha Ophinor,  +--------+  |  p oop |  |pi c  cp|  |pip c   |  |  c c   |  | ooo  p |  |ip  ici |  +--------+
 Tomasz Campos, 4129921, Deles,  +--------+  |   cpo o|  |pc p ooi|  |iopcco  |  |   icop |  |o ocpp c|  |ipcop po|  +--------+
 Raja Awad, 2705903, Gamma Laco,  +--------+  |ci  o   |  |occ pppc|  | p  ooi |  |p pi  c |  |iii   i |  |opi   pi|  +--------+
 Shu Ho, 8534250, Hydros VI,  +--------+  |ipi  pci|  |   i i  |  | ipcooci|  |po coc p|  |  oocoo |  |ppp i   |  +--------+
 Javier Debnath, 7064075, Urans,  +--------+  |o oi   c|  |cccioicc|  |i  ooiii|  | ccipc i|  |o  io  p|  |ppc o c |  +--------+
 Uma Mohamed, 2466506, Androna,  +--------+  |i o ci c|  |cipo ioi|  | c pc ci|  |icpioooo|  |cc o  ci|  |ipoppo  |  +--------+
 Sunil Sasaki, 1069651, Gamma Hydroma,  +--------+  | iip op |  |pi oip i|  |op op  i|  |cccpoioc|  |oi p   i|  |cci  po |  +--------+
 Nur Green, 8217000, Eries VII,  +--------+  |c cpcpoo|  |cicc  pc|  |ciipc c |  |pcp oip |  |i ciic c|  |iocc ipi|  +--------+
 Jianmin Si, 1460905, Beta Beres VI,  +--------+  |piopicoc|  |ppip o  |  | co cc p|  |   o c c|  | cipoc  |  | ic   o |  +--------+
 Mahdi Lopez, 3743991, Alpha Lyralis,  +--------+  |i cpip i|  |ooi  p o|  |p   io  |  |o ip  cc|  |coppp o |  |ip ip io|  +--------+
 Lihua Mousa, 9031668, Alpha Caprida,  +--------+  |p opoo i|  |p  pc io|  |oipo i p|  | oppo   |  |c cp  oc|  | p ip ci|  +--------+
 Tu Kong, 5476669, Alpha Colum Minor,  +--------+  |pi o    |  |poicp  c|  |c ccciop|  |iop  ccp|  |oco coip|  | pic o p|  +--------+
 Zhiming Maldonado, 7361422, Corna VI,  +--------+  | oop   p|  |oooc  ci|  |i ppipc |  |   c   p|  |  ppp oo|  |  o coo |  +--------+
 Chantal Sayed, 4487970, Jupis IV,  +--------+  |ccp  op |  |o cop ip|  |cpic  pp|  |ccp   p |  |o  pii i|  |icp ioio|  +--------+
 Christian Dao, 5238109, Beta Menico,  +--------+  | cioopi |  |iio o po|  |iocii  c|  |cii  ic |  |  ciiii |  |ciic i p|  +--------+
 Aung Schmidt, 5045066, Gamma Cetune,  +--------+  |oip iipo|  |i  oiiop|  |c pipop |  | poc ppc|  | o    ii|  |  o i ci|  +--------+
 Wilson Huynh, 3078215, Alpha Orius,  +--------+  |ipcpp i |  |ipoi o  |  | oico i |  |i oo iip|  | ii o pc|  |co oi   |  +--------+
 Ha Yuan, 1750152, Gamma Plumba,  +--------+  |oc i poo|  |i iciccc|  | ci  coi|  |  oic io|  |  oi   i|  | ip oi c|  +--------+
 Maryia Pereira, 1431456, Beta Dela IV,  +--------+  |  p ic o|  |ic ci   |  |coioppio|  | c ciioi|  |i cppc o|  |  icpcio|  +--------+
 Long Toure, 8959351, Cars VI,  +--------+  |io   cp |  | o ccppp|  |i  cc o |  |i  cc ii|  |c oc o  |  |o  c op |  +--------+
 Mark Fan, 5324674, Alpha Borvus,  +--------+  |iicocooo|  |ipccpic |  |ccpcp c |  |c  c pco|  |  poci  |  |i i icoi|  +--------+
 Jean Espinosa, 8854182, Beta Jisces,  +--------+  | cpiciii|  |   p pii|  |     pco|  | ooo  pc|  |  oippoc|  |p cp pic|  +--------+
 Habib Avila, 8486652, Oricer,  +--------+  | c i pii|  | ii  pc |  |p  oii p|  |cpo  oop|  |cipc iic|  |oc   ooo|  +--------+
 Zhenhua Hoque, 8192819, Gamma Lupius,  +--------+  |       i|  |c   p  p|  |ipppoiic|  | op o co|  |o    cpi|  |oo  i io|  +--------+
 Salma Mal, 2355786, Alpha Menix,  +--------+  |ipocppoi|  |c c  pc |  |ii  ii i|  |p oooi  |  | pc o cc|  |cp   p i|  +--------+
 Diego Hoang, 3358527, Beta Cances,  +--------+  |  c pppo|  |ocio   o|  |cp  iii |  | op  ppi|  |p   c  p|  |ip ii   |  +--------+
 Vladimir Patra, 7021413, Eartans V,  +--------+  |cooo  po|  | ppcio i|  |cc  c  i|  |  c  ici|  | ooco pp|  |cp iii  |  +--------+
 Norma Jian, 7908183, Gamma Laco,  +--------+  |c op  c |  |  ppii  |  |o copc o|  | o ci pp|  |o c    i|  |cpiipppi|  +--------+
 Diana Bagdi, 1767622, Arale,  +--------+  |io p ccp|  |pp   c  |  |op i    |  |cc op   |  |  cpp   |  |  cci pc|  +--------+
 Kathleen Im, 8376031, Urale VI,  +--------+  | iopo pi|  |pcccic  |  | cp c pc|  |cp ip p |  |ip opoco|  |  oco oo|  +--------+
 Ming Hussein, 1952972, Minocer,  +--------+  |  i  co |  |oo  ooii|  | i cp co|  |pi i icc|  | ii ii c|  |pioc ioo|  +--------+
 Margaret Haji, 6392766, Andra III,  +--------+  |c  o oi |  |ccicpipp|  |pc p c  |  |o ooppip|  |io ccioi|  |opopi o |  +--------+
 Yoko Banda, 5410745, Antans,  +--------+  |pooociio|  |ciioipo |  |p ic   c|  |ccc   pp|  | c ipocc|  | oo ipi |  +--------+
 Marcin Romero, 6502063, Scorona,  +--------+  |cipicip |  |p io o o|  | opp oii|  |cicc iop|  |pp oii  |  |cio c p |  +--------+
 Salma Karim, 1836282, Sercus,  +--------+  |o   iio |  | c      |  |pop coio|  | pipcoi |  | oiipipp|  |p   p ii|  +--------+
 Isabel Saleem, 7724676, Pega VI,  +--------+  |ppioip o|  |ooip    |  |c  ocici|  |p c po c|  | i  o oi|  |iio ppc |  +--------+
 Yen Morales, 8074217, Boralis,  +--------+  |ii i pci|  | oi  cpo|  |iio ii o|  |p oopccp|  |o  picpo|  |icciic p|  +--------+
 Angela Abdo, 2567549, Herth,  +--------+  |ici cpc |  |pioppp i|  |  ic  oi|  | p  cii |  |occ  opi|  |p ipoicc|  +--------+
 Miguel Abdo, 3893579, Dratune,  +--------+  |pi ipi c|  | i pi i |  |i    o o|  |pic   o |  |po p p c|  |oc  ccic|  +--------+
 Patrick Vega, 8247404, Gamma Seda Major,  +--------+  |ii  ico |  |i    occ|  |ooop ipi|  | cico pc|  | pi ii  |  |i  pop c|  +--------+
 Gerardo Chavez, 4795316, Tucanus,  +--------+  | c iccip|  |ip ip  i|  |occ c c |  | i  pc i|  |i   pioc|  |  pic co|  +--------+
 Alberto Dai, 9378685, Taurnus,  +--------+  |iio p o |  | p cpcoc|  |pcoo coc|  |c icoocp|  |pc  o ii|  | ccpppi |  +--------+
 Phuong Mali, 9984302, Beta Satus Minor,  +--------+  |i   o c |  | pci o i|  | pp ci c|  |pcp  ooc|  |pc o p p|  | p ipp i|  +--------+
 Timothy Pang, 8530298, Cralia IV,  +--------+  |  ccppc |  |ocp iccc|  |io  ipip|  |co pccp |  |c ic  ii|  |cpipo ii|  +--------+
 Maryam Morgan, 2576929, Virinus,  +--------+  |pipiocpi|  |  ioc ic|  |c pcoc o|  |c oci   |  |pooi ip |  | c  oioo|  +--------+
 Xiaolin Sow, 3395138, Gamma Aracor,  +--------+  | oii  pp|  | i iop  |  | i    op|  |iiipc   |  |opc op c|  | coici p|  +--------+
 Jianzhong Figueroa, 7748403, Saturus V,  +--------+  |opp  c  |  | ci o i |  |p ccp ii|  | coc ioi|  |pio  p p|  |p o  cic|  +--------+
 Emily Lang, 4520064, Menta,  +--------+  |   opp  |  |io cic o|  |p c i   |  |coooc  c|  |ciopicp |  |io oioip|  +--------+
 Joaquim Velasquez, 2055997, Sirida,  +--------+  |i  piic |  | cooopi |  |ipoic  c|  |c  iccpc|  | iio o p|  |  p   pc|  +--------+
 Alan Cha, 4636121, Ears,  +--------+  |ci  iici|  |coc icip|  | coocooc|  |  ooipi |  |o ii    |  |c i o c |  +--------+
 Jesus Haider, 7359612, Gamma Satices,  +--------+  | ip opoi|  |oci  o  |  |ii    ci|  |ci piocc|  |oi oc oc|  |pcp pi  |  +--------+
 Maryam Bian, 5490315, Gamma Taurnus,  +--------+  |opcooo o|  | opi i o|  | copi cp|  |cpi o pi|  |popcoc  |  | o   p  |  +--------+
 Viktor Karmakar, 4814803, Beta Charth,  +--------+  |  oiciic|  | ic c   |  |io i opo|  |cccoocc |  |pc iopcp|  |p ic  i |  +--------+
 Dongmei Biswas, 2662706, Alpha Sersa,  +--------+  |cpoocpip|  | o icipc|  |op p ccc|  |op cc ic|  |o c oipp|  |ioi pcp |  +--------+
 Ravindra Ponce, 4739846, Aquarta Minor,  +--------+  |p   iioc|  |iipcciic|  | p  o  p|  |cipcoc c|  |ioiicoc |  | p  iii |  +--------+
 Lilian Cen, 2207111, Equules,  +--------+  |opppc i |  |cp  i  i|  | p oc   |  | oipc i |  |  opp oi|  |i  coc  |  +--------+
 Hossein Lin, 1976002, Alpha Ophinus,  +--------+  |  io c p|  |oo  iicc|  |i  i c c|  |p   iici|  |occi  pp|  | o cc   |  +--------+
 An Monteiro, 7642193, Earoma,  +--------+  |oioi coc|  |oococoii|  |o   ioic|  | pp  c  |  |poo opio|  |opoi  ci|  +--------+
 Sofia Said, 1537985, Scule Minor,  +--------+  |i icpipp|  |    oic |  |   oooc |  |opio iip|  |pcp   cc|  | iioo c |  +--------+
 Tim Kouassi, 2788747, Aurius,  +--------+  | c o iio|  |  oci c |  |pppioo o|  |iiicioc |  | i  p  i|  |  ic  ic|  +--------+
 Carmen Si, 5518653, Boroma,  +--------+  |  oocio |  |oo   pp |  |oocopc p|  |io  i c |  |opcoo oo|  | oop o c|  +--------+
 Asmaa Akhter, 5580461, Gamma Carion,  +--------+  |o ioocio|  |oii ccip|  |o pcioo |  | ici ii |  |i  c cpc|  |pp  oi p|  +--------+
 Ying Hu, 2068215, Aridans,  +--------+  |ooc iccc|  |i   coc |  |co  cco |  |o  cco  |  |p c oic |  |oooi  ic|  +--------+
 Josef Moses, 4541108, Uransa,  +--------+  |c cccc  |  |oco ic o|  |iiipp co|  | ii cpoc|  |i c  co |  |oi   ccc|  +--------+
 Fatma Sharif, 3435885, Aquulum,  +--------+  | op i o |  | po poi |  |c iicp c|  |op pciop|  |   c  oc|  | coopcop|  +--------+
 Cristian Suarez, 8643578, Grux,  +--------+  |occ oio |  |i  p ipc|  |coipp po|  |ipoc co |  |o iii  i|  |ci iico |  +--------+
 Shirley Lozano, 9932697, Alpha Taurina,  +--------+  |op c opp|  |c   pi  |  | pi cp  |  |  iiic o|  |o    pi |  |ioic i p|  +--------+
 Paula Patal, 8869798, Aquules,  +--------+  |p  o  op|  | i oo   |  | ppc c i|  | oop pip|  |p opi io|  |ooo pc o|  +--------+
 Nelson Fofana, 2110334, Earsa,  +--------+  |   icpcc|  | opc c i|  |  ccoppo|  |   pocio|  | c pi pp|  |i oiicc |  +--------+
 Sofia Thakur, 4691692, Beta Maria,  +--------+  |o coc p |  |ccpcocic|  |c iic   |  |po cpo c|  |oic pp c|  | i io oi|  +--------+
 Amal Correa, 9642786, Gamma Taurux,  +--------+  |   i iii|  |o i occi|  | ic ccco|  |c    p p|  | ipp coc|  |pp iiopc|  +--------+
 Marcia Goncalves, 7745519, Lacoros,  +--------+  |oi coppo|  |o ioco  |  |ocp pp p|  | piooic |  |icoipo p|  |c  cc io|  +--------+
 Theresa Adams, 6785048, Oricis,  +--------+  | ppip   |  | c      |  |ipicicic|  |i p  oii|  |ci popo |  |ppcciipi|  +--------+
 Vanessa Valdez, 1160418, Alpha Retus II,  +--------+  | io cp c|  | cpioop |  |o pccop |  |oiipc ip|  |  pco   |  |c  cpci |  +--------+
 Maurice Ullah, 4556902, Gamma Retici IV,  +--------+  |c icpipp|  | po  pp |  |ipi copc|  |cco o  o|  |ppi o c |  |cop   oi|  +--------+
 Abdullah Abdi, 8667031, Gamma Tucans,  +--------+  |p   pcpo|  | ccpop  |  | ci   p |  |cpp  co |  | i oci p|  | p p   i|  +--------+
 Yvan Abdullah, 1261818, Venta,  +--------+  |op ppp  |  |o  iiipp|  |co   opi|  |ccpccpi |  | occoi  |  |pcioioii|  +--------+
 Lorena Michael, 9549806, Beros Minor,  +--------+  |i ooccco|  |o   o co|  |ip   o i|  |o   o   |  |pic ccio|  | picpppi|  +--------+
 Yanling Do, 3465106, Gamma Scor,  +--------+  |pi p pco|  |pi    ip|  |cpiiiiii|  |oc i pi |  |ooo ocic|  | o i oi |  +--------+
 Dipak Fu, 3594949, Beta Pupus,  +--------+  |ocioc  p|  |  c cip |  |cc cc cc|  |c io oic|  | ci  p  |  | c o io |  +--------+
 Alicia Aziz, 2297964, Ceticor Minor,  +--------+  |    i op|  |ocpici c|  |  oo po |  | c  p oi|  | p   op |  |piocpcpc|  +--------+
 Satish Orozco, 7499226, Alpha Cena,  +--------+  |ococo po|  |i ocpic |  | oioi i |  |poip  p |  | opc o  |  | i ic po|  +--------+
 Hui Magar, 6137783, Gamma Sextana,  +--------+  |pioppipo|  | ppioo p|  |c i  coc|  |p  p oic|  |ipcco oc|  |iiiico  |  +--------+
 Nasrin Sousa, 1143452, Cralia Minor,  +--------+  |pipc  pi|  |   ppi c|  |cp p  co|  | pp  cci|  | o pocoo|  |po cioi |  +--------+
 Carlos Wati, 4069682, Phoena,  +--------+  |co  o oo|  |p  i  o |  |c  ci o |  |     oic|  |ioco p c|  |opop coc|  +--------+
 Shuang Son, 4505802, Beta Beres VI,  +--------+  |     po |  |   iici |  |pocc i c|  |iii   cc|  |iipoooic|  |ociiicci|  +--------+
 Eric Ruan, 6586660, Alpha Araces,  +--------+  | ioicc  |  |i  ipipp|  |i     p |  | ppioicc|  |ioio i p|  | ooi o p|  +--------+
 Gary Lee, 8118962, Beta Deles,  +--------+  |c i   i |  |  iiooco|  |o o o   |  |c poi   |  |ciicpi i|  |p ppc oc|  +--------+
 Aminata Sangma, 6987582, Alpha Jupitta,  +--------+  |ioocoop |  |o cic cc|  |oio  p i|  |ipcci c |  |pooco io|  |  pi i p|  +--------+
 Fatemeh Yao, 2768822, Alpha Borvus Minor,  +--------+  |    oo o|  |c o po i|  |iccopoii|  |pp  pp p|  |  iipoc |  |p o p pi|  +--------+
 Elvira Girma, 2849267, Beta Aquule,  +--------+  | ici  i |  |poc p pc|  | pooo i |  |i o  p o|  |cci    p|  | iic c o|  +--------+
 Nathalie Konate, 4850607, Bores,  +--------+  |ipioc  i|  |ccp oci |  |  i   o |  | cocoiii|  |c i iipp|  |oop ppip|  +--------+
 Julie Mensah, 8468360, Saturux,  +--------+  |piioi ci|  | i io p |  | ppppip |  |pococcp |  |p  p cc |  |icci cc |  +--------+
 Sandeep Lim, 6360437, Gamma Dracor,  +--------+  |i   cico|  |p c po  |  | ipcp oi|  |c p ic o|  |p picpcp|  |ii ccp p|  +--------+
 Marcel Van, 3942368, Scoron,  +--------+  |ic i oo |  | ipo coc|  |icpo   c|  | ciiioco|  |oo cpo i|  |pi ip  p|  +--------+
 Viktoriya James, 9060745, Beta Ariang Major,  +--------+  |coc  oic|  |o   p  i|  | occ  co|  |o  i opp|  | iio  pp|  |ooo  occ|  +--------+
 Li Ha, 8013260, Androna,  +--------+  |oop    o|  | cpiioc |  |ic c  cc|  |c occpco|  |c   popp|  |p  cop i|  +--------+
 Muhamad Vazquez, 7173765, Serens,  +--------+  | pi    p|  | p cp p |  |  opcc c|  |op    ic|  |ppoicio |  |i   copo|  +--------+
 Tania Hasan, 8357394, Caprion,  +--------+  |ipiciicc|  |  piippi|  |ioic po |  |icio  i |  |ooi  p p|  |cio pi  |  +--------+
 Valentina Rahim, 5761319, Aquulum,  +--------+  |o  i cpp|  |ipo    o|  |p cpc ci|  |cop  cci|  |  i p  p|  |ccpi oo |  +--------+
 Salvador Peter, 2204253, Colum,  +--------+  | c oo pp|  |pc o cco|  |ipiii ii|  | p cii c|  |iioopc i|  |pc pc cc|  +--------+
 Wenjie Basumatary, 7549699, Gamma Cetune,  +--------+  |  ccioi |  |i cp   c|  |i  cco i|  |ic oc o |  |icoiopip|  |ccccpocp|  +--------+
 Marta Miya, 3017456, Gamma Eariga,  +--------+  |cipcooco|  |ip  ocic|  |c  c   o|  |ocic ic |  |ooccocip|  | co o ii|  +--------+
 Nora Zhuo, 6027725, Crale,  +--------+  | i  poi |  | c  p  c|  |io i oio|  |p pcc i |  |o o  pc |  |oppioipi|  +--------+
 Phyo Celik, 4510231, Nepto,  +--------+  |pccp pp |  | cooo ip|  |  o p cc|  |o ic  oc|  |c  ic oi|  |  i  o p|  +--------+
 Joyce Wood, 1763150, Gamma Cepus,  +--------+  |ipop po |  |ic pppi |  |p coo  c|  |oici coc|  |p  ico  |  |cp ccccc|  +--------+
 Hongmei Castro, 5935041, Venta VII,  +--------+  |o cpp oi|  |p  o iic|  |  i iocc|  |pii    o|  |cipic  o|  |c i po  |  +--------+
 Mahmoud Mori, 1014715, Saticer Minor,  +--------+  |p   i   |  |cp i   o|  |c ipp  o|  |iooco   |  |ooc ciio|  |c c  p  |  +--------+
 Munni Imran, 5505210, Librans,  +--------+  |o co c p|  | ccopo  |  |   co o |  |cpc  ci |  | p c o  |  | oi pc i|  +--------+
 Weidong Vasquez, 5576717, Alpha Vulumba,  +--------+  | pco c p|  |i  p ci |  |pccp po |  |p c o oi|  |i    po |  |   cpco |  +--------+
 Eman Conde, 3945431, Sednax,  +--------+  |ppci cii|  |  cooiop|  | ic poi |  | pi pi  |  |o cp pp |  |o oii  o|  +--------+
 Irene Mali, 2279743, Virius Minor,  +--------+  |opiic  p|  |p  pp p |  | cic p  |  |icpp o o|  |p opc   |  | iipo oc|  +--------+
 Simon Ouedraogo, 3875197, Orculeo,  +--------+  |pic  io |  |  oii   |  |pcoiipi |  |po  c oi|  |   oc cc|  | pp poii|  +--------+
 Huong Abdo, 9942365, Hydros,  +--------+  |cop pco |  |i   o  o|  | o icoci|  |i o c   |  |icp ccp |  |opc pcco|  +--------+
 Edgar Farooq, 8630818, Drane,  +--------+  | o  oci |  | i ic  p|  |oi o pcc|  |   p po |  |o c  ip |  |cio pci |  +--------+
 Han Nair, 5295082, Gamma Berpens,  +--------+  |  o  o  |  |cppc    |  |p  pp   |  |ppc  cp |  | iococ p|  |pcooicoi|  +--------+
 Mamadou Abdi, 3209836, Berta Major,  +--------+  |    i   |  |oopo c  |  |iic opip|  |     ipp|  | p   ici|  |ooic p i|  +--------+
 Abraham Aliyu, 7186827, Aranus Minor,  +--------+  |  c cc o|  |    cpci|  |o ipoo  |  | o  c o |  |oo cccic|  |oiiicoo |  +--------+
 Munni Sahani, 3479304, Sereale,  +--------+  |pii op o|  |  pp c p|  |ooippci |  |c  c op |  |o p ioci|  |oo iioo |  +--------+
 Qing Mohamed, 3463527, Ears,  +--------+  |opi   p |  |p   p   |  | coiop i|  |ip ic  o|  |p i c po|  |ic cc  p|  +--------+
 Aminata Ruiz, 5546289, Antanus,  +--------+  |  o opco|  |i ipp  i|  |   oc p |  |pc popc |  | o oiopi|  |    po i|  +--------+
 Sachiko Hall, 8673908, Sexta VI,  +--------+  |oi ppicp|  |ipio ooi|  |co i ioc|  |ooipic  |  | o  c  o|  |ic c oci|  +--------+
 Ravindra Araujo, 6350764, Sirida,  +--------+  |ccio  c |  |cp ioc  |  |  p   ip|  |ooiicc  |  |ccpcoipp|  |  oipoi |  +--------+
